ref_ceh;fecha;altura;caudal
2401;25/11/1971;0.69;3.78
2401;26/11/1971;0.7;3.9
2401;27/11/1971;0.67;3.56
2401;28/11/1971;0.67;3.56
2401;29/11/1971;0.67;3.56
2401;30/11/1971;0.66;3.44
2401;01/12/1971;0.67;3.56
2401;02/12/1971;0.68;3.67
2401;03/12/1971;0.68;3.67
2401;04/12/1971;0.7;3.9
2401;05/12/1971;0.7;3.9
2401;06/12/1971;0.69;3.78
2401;07/12/1971;0.69;3.78
2401;08/12/1971;0.68;3.67
2401;09/12/1971;0.68;3.67
2401;10/12/1971;0.67;3.56
2401;11/12/1971;0.61;2.86
2401;12/12/1971;0.59;2.66
2401;13/12/1971;0.59;2.66
2401;14/12/1971;0.59;2.66
2401;15/12/1971;0.57;2.49
2401;16/12/1971;0.62;2.98
2401;17/12/1971;0.62;2.98
2401;18/12/1971;0.68;3.67
2401;19/12/1971;0.7;3.9
2401;20/12/1971;0.72;4.18
2401;21/12/1971;0.7;3.9
2401;22/12/1971;0.64;3.21
2401;23/12/1971;0.5;1.9
2401;24/12/1971;0.5;1.9
2401;25/12/1971;0.54;2.24
2401;26/12/1971;0.49;1.84
2401;27/12/1971;0.46;1.64
2401;28/12/1971;0.46;1.64
2401;29/12/1971;0.5;1.9
2401;30/12/1971;0.47;1.7
2401;31/12/1971;0.34;0.98
2401;01/01/1972;0.19;0.38
2401;02/01/1972;0.5;1.9
2401;03/01/1972;0.56;2.41
2401;04/01/1972;0.65;3.32
2401;05/01/1972;0.66;3.44
2401;06/01/1972;0.66;3.44
2401;07/01/1972;0.66;3.44
2401;08/01/1972;0.53;2.15
2401;09/01/1972;0.53;2.15
2401;10/01/1972;0.54;2.24
2401;11/01/1972;0.55;2.32
2401;12/01/1972;0.44;1.51
2401;13/01/1972;0.43;1.44
2401;14/01/1972;0.48;1.77
2401;15/01/1972;0.46;1.64
2401;16/01/1972;0.44;1.51
2401;17/01/1972;0.52;2.07
2401;18/01/1972;0.51;1.98
2401;19/01/1972;0.44;1.51
2401;20/01/1972;0.46;1.64
2401;21/01/1972;0.44;1.51
2401;22/01/1972;0.43;1.44
2401;23/01/1972;0.47;1.7
2401;24/01/1972;0.43;1.44
2401;25/01/1972;0.45;1.57
2401;26/01/1972;0.43;1.44
2401;27/01/1972;0.43;1.44
2401;28/01/1972;0.42;1.38
2401;29/01/1972;0.41;1.32
2401;30/01/1972;0.46;1.64
2401;31/01/1972;0.43;1.44
2401;01/02/1972;0.48;1.77
2401;02/02/1972;0.47;1.7
2401;03/02/1972;0.5;1.9
2401;04/02/1972;0.51;1.98
2401;05/02/1972;0.49;1.84
2401;06/02/1972;0.29;0.76
2401;07/02/1972;0.26;0.64
2401;08/02/1972;0.26;0.64
2401;09/02/1972;0.23;0.52
2401;10/02/1972;0.45;1.57
2401;11/02/1972;0.52;2.07
2401;12/02/1972;0.52;2.07
2401;13/02/1972;0.42;1.38
2401;14/02/1972;0.39;1.2
2401;15/02/1972;0.57;2.49
2401;16/02/1972;0.57;2.49
2401;17/02/1972;0.52;2.07
2401;18/02/1972;0.55;2.32
2401;19/02/1972;0.48;1.77
2401;20/02/1972;0.46;1.64
2401;21/02/1972;0.48;1.77
2401;22/02/1972;0.48;1.77
2401;23/02/1972;0.47;1.7
2401;24/02/1972;0.43;1.44
2401;25/02/1972;0.5;1.9
2401;26/02/1972;0.55;2.32
2401;27/02/1972;0.56;2.41
2401;28/02/1972;0.6;2.75
2401;29/02/1972;0.59;2.66
2401;01/03/1972;0.57;2.49
2401;02/03/1972;0.37;1.11
2401;03/03/1972;0.57;2.49
2401;04/03/1972;0.27;0.68
2401;05/03/1972;0.19;0.38
2401;06/03/1972;0.08;0.14
2401;07/03/1972;0.06;0.11
2401;08/03/1972;0.1;0.18
2401;09/03/1972;0;0
2401;10/03/1972;0;0
2401;11/03/1972;0.07;0.13
2401;12/03/1972;0;0
2401;13/03/1972;0;0
2401;14/03/1972;0;0
2401;15/03/1972;0;0
2401;16/03/1972;0;0
2401;17/03/1972;0;0
2401;18/03/1972;0;0
2401;19/03/1972;0;0
2401;20/03/1972;0;0
2401;21/03/1972;0;0
2401;22/03/1972;0;0
2401;23/03/1972;0;0
2401;24/03/1972;0;0
2401;25/03/1972;0;0
2401;26/03/1972;0;0
2401;27/03/1972;0.01;0.02
2401;28/03/1972;0.01;0.02
2401;29/03/1972;0.01;0.02
2401;30/03/1972;0.01;0.02
2401;31/03/1972;0.01;0.02
2401;01/04/1972;0.1;0.18
2401;02/04/1972;0;0
2401;03/04/1972;0;0
2401;04/04/1972;0.01;0.02
2401;05/04/1972;0.49;1.84
2401;06/04/1972;0.54;2.24
2401;07/04/1972;0.47;1.7
2401;08/04/1972;0.47;1.7
2401;09/04/1972;0.45;1.57
2401;10/04/1972;0.33;0.93
2401;11/04/1972;0.26;0.64
2401;12/04/1972;0.43;1.44
2401;13/04/1972;0.32;0.89
2401;14/04/1972;0.51;1.98
2401;15/04/1972;0.41;1.32
2401;16/04/1972;0.46;1.64
2401;17/04/1972;0.47;1.7
2401;18/04/1972;0.35;1.03
2401;19/04/1972;0.36;1.07
2401;20/04/1972;0.43;1.44
2401;21/04/1972;0.48;1.77
2401;22/04/1972;0.37;1.11
2401;23/04/1972;0.42;1.38
2401;24/04/1972;0.45;1.57
2401;25/04/1972;0.43;1.44
2401;26/04/1972;0.32;0.89
2401;27/04/1972;0.35;1.03
2401;28/04/1972;0.52;2.07
2401;29/04/1972;0.3;0.8
2401;30/04/1972;0.3;0.8
2401;01/05/1972;0.33;0.93
2401;02/05/1972;0.52;2.07
2401;03/05/1972;0.42;1.38
2401;04/05/1972;0.46;1.64
2401;05/05/1972;0.43;1.44
2401;06/05/1972;0.62;2.98
2401;07/05/1972;0.61;2.86
2401;08/05/1972;0.58;2.58
2401;09/05/1972;0.43;1.44
2401;10/05/1972;0.44;1.51
2401;11/05/1972;0.36;1.07
2401;12/05/1972;0.3;0.8
2401;13/05/1972;0.4;1.25
2401;14/05/1972;0.51;1.98
2401;15/05/1972;0.45;1.57
2401;16/05/1972;0.41;1.32
2401;17/05/1972;0.45;1.57
2401;18/05/1972;0.45;1.57
2401;19/05/1972;0.4;1.25
2401;20/05/1972;0.5;1.9
2401;21/05/1972;0.48;1.77
2401;22/05/1972;0.56;2.41
2401;23/05/1972;0.49;1.84
2401;24/05/1972;0.4;1.25
2401;25/05/1972;0.45;1.57
2401;26/05/1972;0.49;1.84
2401;27/05/1972;0.48;1.77
2401;28/05/1972;0.46;1.64
2401;29/05/1972;0.5;1.9
2401;30/05/1972;0.44;1.51
2401;31/05/1972;0.33;0.93
2401;01/06/1972;0.36;1.07
2401;02/06/1972;0.43;1.44
2401;03/06/1972;0.4;1.25
2401;04/06/1972;0.37;1.11
2401;05/06/1972;0.35;1.03
2401;06/06/1972;0.15;0.29
2401;07/06/1972;0.26;0.64
2401;08/06/1972;0.27;0.68
2401;09/06/1972;0.35;1.03
2401;10/06/1972;0.41;1.32
2401;11/06/1972;0.37;1.11
2401;12/06/1972;0.41;1.32
2401;13/06/1972;0.33;0.93
2401;14/06/1972;0.5;1.9
2401;15/06/1972;0.4;1.25
2401;16/06/1972;0.32;0.89
2401;17/06/1972;0.41;1.32
2401;18/06/1972;0.48;1.77
2401;19/06/1972;0.47;1.7
2401;20/06/1972;0.44;1.51
2401;21/06/1972;0.45;1.57
2401;22/06/1972;0.41;1.32
2401;23/06/1972;0.4;1.25
2401;24/06/1972;0.4;1.25
2401;25/06/1972;0.36;1.07
2401;26/06/1972;0.37;1.11
2401;27/06/1972;0.34;0.98
2401;28/06/1972;0.39;1.2
2401;29/06/1972;0.41;1.32
2401;30/06/1972;0.48;1.77
2401;01/07/1972;0.3;0.8
2401;02/07/1972;0.27;0.68
2401;03/07/1972;0.32;0.89
2401;04/07/1972;0.11;0.2
2401;05/07/1972;0.01;0.02
2401;06/07/1972;0.07;0.13
2401;07/07/1972;0.23;0.52
2401;08/07/1972;0.19;0.38
2401;09/07/1972;0.32;0.89
2401;10/07/1972;0.35;1.03
2401;11/07/1972;0.25;0.6
2401;12/07/1972;0.28;0.72
2401;13/07/1972;0.24;0.56
2401;14/07/1972;0.19;0.38
2401;15/07/1972;0.1;0.18
2401;16/07/1972;0.15;0.29
2401;17/07/1972;0.27;0.68
2401;18/07/1972;0.03;0.05
2401;19/07/1972;0.23;0.52
2401;20/07/1972;0.08;0.14
2401;21/07/1972;0.01;0.02
2401;22/07/1972;0;0
2401;23/07/1972;0;0
2401;24/07/1972;0.1;0.18
2401;25/07/1972;0.12;0.22
2401;26/07/1972;0.36;1.07
2401;27/07/1972;0.18;0.36
2401;28/07/1972;0.2;0.4
2401;29/07/1972;0.25;0.6
2401;30/07/1972;0.27;0.68
2401;31/07/1972;0.35;1.03
2401;01/08/1972;0.28;0.72
2401;02/08/1972;0.2;0.4
2401;03/08/1972;0.17;0.33
2401;04/08/1972;0.17;0.33
2401;05/08/1972;0.09;0.16
2401;06/08/1972;0.12;0.22
2401;07/08/1972;0.27;0.68
2401;08/08/1972;0.13;0.25
2401;09/08/1972;0.01;0.02
2401;10/08/1972;0.08;0.14
2401;11/08/1972;0.37;1.11
2401;12/08/1972;0.57;2.49
2401;13/08/1972;0.48;1.77
2401;14/08/1972;0.47;1.7
2401;15/08/1972;0.49;1.84
2401;16/08/1972;0.5;1.9
2401;17/08/1972;0.36;1.07
2401;18/08/1972;0.4;1.25
2401;19/08/1972;0.39;1.2
2401;20/08/1972;0.35;1.03
2401;21/08/1972;0.42;1.38
2401;22/08/1972;0.37;1.11
2401;23/08/1972;0.32;0.89
2401;24/08/1972;0.29;0.76
2401;25/08/1972;0.27;0.68
2401;26/08/1972;0.15;0.29
2401;27/08/1972;0.21;0.44
2401;28/08/1972;0.26;0.64
2401;29/08/1972;0.21;0.44
2401;30/08/1972;0.15;0.29
2401;31/08/1972;0.1;0.18
2401;01/09/1972;0.24;0.56
2401;02/09/1972;0.25;0.6
2401;03/09/1972;0.32;0.89
2401;04/09/1972;0.4;1.25
2401;05/09/1972;0.29;0.76
2401;06/09/1972;0.33;0.93
2401;07/09/1972;0.33;0.93
2401;08/09/1972;0.35;1.03
2401;09/09/1972;0.38;1.16
2401;10/09/1972;0.43;1.44
2401;11/09/1972;0.32;0.89
2401;12/09/1972;0.29;0.76
2401;13/09/1972;0.28;0.72
2401;14/09/1972;0.17;0.33
2401;15/09/1972;0.09;0.16
2401;16/09/1972;0.18;0.36
2401;17/09/1972;0.3;0.8
2401;18/09/1972;0.18;0.36
2401;19/09/1972;0.11;0.2
2401;20/09/1972;0.26;0.64
2401;21/09/1972;0.35;1.03
2401;22/09/1972;0.4;1.25
2401;23/09/1972;0.2;0.4
2401;24/09/1972;0.23;0.52
2401;25/09/1972;0.15;0.29
2401;26/09/1972;0.22;0.48
2401;27/09/1972;0.32;0.89
2401;28/09/1972;0.42;1.38
2401;29/09/1972;0.14;0.27
2401;30/09/1972;0.02;0.04
2401;01/10/1972;0.35;1.03
2401;02/10/1972;0.5;1.9
2401;03/10/1972;0.65;3.32
2401;04/10/1972;0.67;3.56
2401;05/10/1972;0.61;2.86
2401;06/10/1972;0.6;2.75
2401;07/10/1972;0.56;2.41
2401;08/10/1972;0.6;2.75
2401;09/10/1972;0.53;2.15
2401;10/10/1972;0.47;1.7
2401;11/10/1972;0.44;1.51
2401;12/10/1972;0.58;2.58
2401;13/10/1972;0.54;2.24
2401;14/10/1972;0.59;2.66
2401;15/10/1972;0.55;2.32
2401;16/10/1972;0.51;1.98
2401;17/10/1972;0.53;2.15
2401;18/10/1972;0.5;1.9
2401;19/10/1972;0.52;2.07
2401;20/10/1972;0.54;2.24
2401;21/10/1972;0.56;2.41
2401;22/10/1972;0.45;1.57
2401;23/10/1972;0.41;1.32
2401;24/10/1972;0.37;1.11
2401;25/10/1972;0.45;1.57
2401;26/10/1972;0.44;1.51
2401;27/10/1972;0.31;0.84
2401;28/10/1972;0.36;1.07
2401;29/10/1972;0.45;1.57
2401;30/10/1972;0.46;1.64
2401;31/10/1972;0.51;1.98
2401;01/11/1972;0.58;2.58
2401;02/11/1972;0.56;2.41
2401;03/11/1972;0.55;2.32
2401;04/11/1972;0.51;1.98
2401;05/11/1972;0.58;2.58
2401;06/11/1972;0.61;2.86
2401;07/11/1972;0.62;2.98
2401;08/11/1972;0.53;2.15
2401;09/11/1972;0.56;2.41
2401;10/11/1972;0.56;2.41
2401;11/11/1972;0.52;2.07
2401;12/11/1972;0.51;1.98
2401;13/11/1972;0.53;2.15
2401;14/11/1972;0.53;2.15
2401;15/11/1972;0.53;2.15
2401;16/11/1972;0.52;2.07
2401;17/11/1972;0.49;1.84
2401;18/11/1972;0.47;1.7
2401;19/11/1972;0.51;1.98
2401;20/11/1972;0.68;3.67
2401;21/11/1972;0.63;3.09
2401;22/11/1972;0.46;1.64
2401;23/11/1972;0.23;0.52
2401;24/11/1972;0.27;0.68
2401;25/11/1972;0.49;1.84
2401;26/11/1972;0.6;2.75
2401;27/11/1972;0.61;2.86
2401;28/11/1972;0.61;2.86
2401;29/11/1972;0.59;2.66
2401;30/11/1972;0.58;2.58
2401;01/12/1972;0.6;2.75
2401;02/12/1972;0.58;2.58
2401;03/12/1972;0.62;2.98
2401;04/12/1972;0.64;3.21
2401;05/12/1972;0.61;2.86
2401;06/12/1972;0.58;2.58
2401;07/12/1972;0.64;3.21
2401;08/12/1972;0.67;3.56
2401;09/12/1972;0.6;2.75
2401;10/12/1972;0.52;2.07
2401;11/12/1972;0.45;1.57
2401;12/12/1972;0.55;2.32
2401;13/12/1972;0.62;2.98
2401;14/12/1972;0.7;3.9
2401;15/12/1972;0.62;2.98
2401;16/12/1972;0.52;2.07
2401;17/12/1972;0.55;2.32
2401;18/12/1972;0.5;1.9
2401;19/12/1972;0.54;2.24
2401;20/12/1972;0.5;1.9
2401;21/12/1972;0.52;2.07
2401;22/12/1972;0.51;1.98
2401;23/12/1972;0.49;1.84
2401;24/12/1972;0.47;1.7
2401;25/12/1972;0.48;1.77
2401;26/12/1972;0.55;2.32
2401;27/12/1972;0.58;2.58
2401;28/12/1972;0.55;2.32
2401;29/12/1972;0.51;1.98
2401;30/12/1972;0.62;2.98
2401;31/12/1972;0.65;3.32
2401;01/01/1973;0.61;2.86
2401;02/01/1973;0.49;1.84
2401;03/01/1973;0.55;2.32
2401;04/01/1973;0.65;3.32
2401;05/01/1973;0.51;1.98
2401;06/01/1973;0.35;1.03
2401;07/01/1973;0.45;1.57
2401;08/01/1973;0.47;1.7
2401;09/01/1973;0.36;1.07
2401;10/01/1973;0.33;0.93
2401;11/01/1973;0.23;0.52
2401;12/01/1973;0.27;0.68
2401;13/01/1973;0.52;2.07
2401;14/01/1973;0.63;3.09
2401;15/01/1973;0.52;2.07
2401;16/01/1973;0.61;2.86
2401;17/01/1973;0.53;2.15
2401;18/01/1973;0.56;2.41
2401;19/01/1973;0.58;2.58
2401;20/01/1973;0.57;2.49
2401;21/01/1973;0.56;2.41
2401;22/01/1973;0.59;2.66
2401;23/01/1973;0.58;2.58
2401;24/01/1973;0.5;1.9
2401;25/01/1973;0.51;1.98
2401;26/01/1973;0.48;1.77
2401;27/01/1973;0.51;1.98
2401;28/01/1973;0.45;1.57
2401;29/01/1973;0.51;1.98
2401;30/01/1973;0.54;2.24
2401;31/01/1973;0.49;1.84
2401;01/02/1973;0.44;1.51
2401;02/02/1973;0.5;1.9
2401;03/02/1973;0.54;2.24
2401;04/02/1973;0.54;2.24
2401;05/02/1973;0.56;2.41
2401;06/02/1973;0.54;2.24
2401;07/02/1973;0.49;1.84
2401;08/02/1973;0.51;1.98
2401;09/02/1973;0.48;1.77
2401;10/02/1973;0.52;2.07
2401;11/02/1973;0.49;1.84
2401;12/02/1973;0.5;1.9
2401;13/02/1973;0.39;1.2
2401;14/02/1973;0.43;1.44
2401;15/02/1973;0.5;1.9
2401;16/02/1973;0.38;1.16
2401;17/02/1973;0.5;1.9
2401;18/02/1973;0.48;1.77
2401;19/02/1973;0.44;1.51
2401;20/02/1973;0.49;1.84
2401;21/02/1973;0.5;1.9
2401;22/02/1973;0.44;1.51
2401;23/02/1973;0.47;1.7
2401;24/02/1973;0.5;1.9
2401;25/02/1973;0.38;1.16
2401;26/02/1973;0.44;1.51
2401;27/02/1973;0.46;1.64
2401;28/02/1973;0.54;2.24
2401;01/03/1973;0.51;1.98
2401;02/03/1973;0.52;2.07
2401;03/03/1973;0.54;2.24
2401;04/03/1973;0.56;2.41
2401;05/03/1973;0.48;1.77
2401;06/03/1973;0.5;1.9
2401;07/03/1973;0.53;2.15
2401;08/03/1973;0.49;1.84
2401;09/03/1973;0.49;1.84
2401;10/03/1973;0.68;3.67
2401;11/03/1973;0.41;1.32
2401;12/03/1973;0.48;1.77
2401;13/03/1973;0.6;2.75
2401;14/03/1973;0.15;0.29
2401;15/03/1973;0.02;0.04
2401;16/03/1973;0.08;0.14
2401;17/03/1973;0.03;0.05
2401;18/03/1973;0.07;0.13
2401;19/03/1973;0.06;0.11
2401;20/03/1973;0.05;0.09
2401;21/03/1973;0.04;0.07
2401;22/03/1973;0.02;0.04
2401;23/03/1973;0.03;0.05
2401;24/03/1973;0.05;0.09
2401;25/03/1973;0.04;0.07
2401;26/03/1973;0.07;0.13
2401;27/03/1973;0.08;0.14
2401;28/03/1973;0.13;0.25
2401;29/03/1973;0.13;0.25
2401;30/03/1973;0.47;1.7
2401;31/03/1973;0.54;2.24
2401;01/04/1973;0.52;2.07
2401;02/04/1973;0.56;2.41
2401;03/04/1973;0.53;2.15
2401;04/04/1973;0.53;2.15
2401;05/04/1973;0.51;1.98
2401;06/04/1973;0.28;0.72
2401;07/04/1973;0.21;0.44
2401;08/04/1973;0.01;0.02
2401;09/04/1973;0.01;0.02
2401;10/04/1973;0.08;0.14
2401;11/04/1973;0.32;0.89
2401;12/04/1973;0.36;1.07
2401;13/04/1973;0.32;0.89
2401;14/04/1973;0.26;0.64
2401;15/04/1973;0.12;0.22
2401;16/04/1973;0.16;0.31
2401;17/04/1973;0.2;0.4
2401;18/04/1973;0.1;0.18
2401;19/04/1973;0.07;0.13
2401;20/04/1973;0.02;0.04
2401;21/04/1973;0;0
2401;22/04/1973;0.01;0.02
2401;23/04/1973;0.01;0.02
2401;24/04/1973;0.07;0.13
2401;25/04/1973;0;0
2401;26/04/1973;0.06;0.11
2401;27/04/1973;0.13;0.25
2401;28/04/1973;0.37;1.11
2401;29/04/1973;0.19;0.38
2401;30/04/1973;0.36;1.07
2401;01/05/1973;0.13;0.25
2401;02/05/1973;0.29;0.76
2401;03/05/1973;0.28;0.72
2401;04/05/1973;0.3;0.8
2401;05/05/1973;0.35;1.03
2401;06/05/1973;0.25;0.6
2401;07/05/1973;0.26;0.64
2401;08/05/1973;0.21;0.44
2401;09/05/1973;0.3;0.8
2401;10/05/1973;0.38;1.16
2401;11/05/1973;0.33;0.93
2401;12/05/1973;0.37;1.11
2401;13/05/1973;0.25;0.6
2401;14/05/1973;0.36;1.07
2401;15/05/1973;0.29;0.76
2401;16/05/1973;0.37;1.11
2401;17/05/1973;0.41;1.32
2401;18/05/1973;0.51;1.98
2401;19/05/1973;0.35;1.03
2401;20/05/1973;0.35;1.03
2401;21/05/1973;0.48;1.77
2401;22/05/1973;0.5;1.9
2401;23/05/1973;0.41;1.32
2401;24/05/1973;0.29;0.76
2401;25/05/1973;0.27;0.68
2401;26/05/1973;0.21;0.44
2401;27/05/1973;0.31;0.84
2401;28/05/1973;0.4;1.25
2401;29/05/1973;0.34;0.98
2401;30/05/1973;0.34;0.98
2401;31/05/1973;0.35;1.03
2401;01/06/1973;0.3;0.8
2401;02/06/1973;0.28;0.72
2401;03/06/1973;0.25;0.6
2401;04/06/1973;0.35;1.03
2401;05/06/1973;0.25;0.6
2401;06/06/1973;0.29;0.76
2401;07/06/1973;0.4;1.25
2401;08/06/1973;0.36;1.07
2401;09/06/1973;0.38;1.16
2401;10/06/1973;0.45;1.57
2401;11/06/1973;0.52;2.07
2401;12/06/1973;0.38;1.16
2401;13/06/1973;0.49;1.84
2401;14/06/1973;0.43;1.44
2401;15/06/1973;0.35;1.03
2401;16/06/1973;0.25;0.6
2401;17/06/1973;0.33;0.93
2401;18/06/1973;0.36;1.07
2401;19/06/1973;0.1;0.18
2401;20/06/1973;0.06;0.11
2401;21/06/1973;0.01;0.02
2401;22/06/1973;0.04;0.07
2401;23/06/1973;0.1;0.18
2401;24/06/1973;0.15;0.29
2401;25/06/1973;0.22;0.48
2401;26/06/1973;0.23;0.52
2401;27/06/1973;0.18;0.36
2401;28/06/1973;0.17;0.33
2401;29/06/1973;0.2;0.4
2401;30/06/1973;0.32;0.89
2401;01/07/1973;0.14;0.27
2401;02/07/1973;0.22;0.48
2401;03/07/1973;0.07;0.13
2401;04/07/1973;0.07;0.13
2401;05/07/1973;0.06;0.11
2401;06/07/1973;0.01;0.02
2401;07/07/1973;0.02;0.04
2401;08/07/1973;0.04;0.07
2401;09/07/1973;0.15;0.29
2401;10/07/1973;0.12;0.22
2401;11/07/1973;0.17;0.33
2401;12/07/1973;0.2;0.4
2401;13/07/1973;0.18;0.36
2401;14/07/1973;0.18;0.36
2401;15/07/1973;0.19;0.38
2401;16/07/1973;0.31;0.84
2401;17/07/1973;0.28;0.72
2401;18/07/1973;0.32;0.89
2401;19/07/1973;0.34;0.98
2401;20/07/1973;0.22;0.48
2401;21/07/1973;0.1;0.18
2401;22/07/1973;0.07;0.13
2401;23/07/1973;0.18;0.36
2401;24/07/1973;0.1;0.18
2401;25/07/1973;0.05;0.09
2401;26/07/1973;0.19;0.38
2401;27/07/1973;0.12;0.22
2401;28/07/1973;0.02;0.04
2401;29/07/1973;0.01;0.02
2401;30/07/1973;0.17;0.33
2401;31/07/1973;0.11;0.2
2401;01/08/1973;0.14;0.27
2401;02/08/1973;0.24;0.56
2401;03/08/1973;0.25;0.6
2401;04/08/1973;0.25;0.6
2401;05/08/1973;0.27;0.68
2401;06/08/1973;0.29;0.76
2401;07/08/1973;0.17;0.33
2401;08/08/1973;0.08;0.14
2401;09/08/1973;0.01;0.02
2401;10/08/1973;0.01;0.02
2401;11/08/1973;0.03;0.05
2401;12/08/1973;0.11;0.2
2401;13/08/1973;0.12;0.22
2401;14/08/1973;0.08;0.14
2401;15/08/1973;0.12;0.22
2401;16/08/1973;0.3;0.8
2401;17/08/1973;0.21;0.44
2401;18/08/1973;0.16;0.31
2401;19/08/1973;0.24;0.56
2401;20/08/1973;0.27;0.68
2401;21/08/1973;0.25;0.6
2401;22/08/1973;0.25;0.6
2401;23/08/1973;0.28;0.72
2401;24/08/1973;0.29;0.76
2401;25/08/1973;0.16;0.31
2401;26/08/1973;0.17;0.33
2401;27/08/1973;0.24;0.56
2401;28/08/1973;0.25;0.6
2401;29/08/1973;0.04;0.07
2401;30/08/1973;0.13;0.25
2401;31/08/1973;0.1;0.18
2401;01/09/1973;0.07;0.13
2401;02/09/1973;0.16;0.31
2401;03/09/1973;0.24;0.56
2401;04/09/1973;0.07;0.13
2401;05/09/1973;0;0
2401;06/09/1973;0.08;0.14
2401;07/09/1973;0.02;0.04
2401;08/09/1973;0.18;0.36
2401;09/09/1973;0.16;0.31
2401;10/09/1973;0.23;0.52
2401;11/09/1973;0.21;0.44
2401;12/09/1973;0.09;0.16
2401;13/09/1973;0.09;0.16
2401;14/09/1973;0.17;0.33
2401;15/09/1973;0.28;0.72
2401;16/09/1973;0.3;0.8
2401;17/09/1973;0.33;0.93
2401;18/09/1973;0.41;1.32
2401;19/09/1973;0.52;2.07
2401;20/09/1973;0.41;1.32
2401;21/09/1973;0.42;1.38
2401;22/09/1973;0.52;2.07
2401;23/09/1973;0.39;1.2
2401;24/09/1973;0.42;1.38
2401;25/09/1973;0.36;1.07
2401;26/09/1973;0.36;1.07
2401;27/09/1973;0.34;0.98
2401;28/09/1973;0.35;1.03
2401;29/09/1973;0.41;1.32
2401;30/09/1973;0.41;1.32
2401;01/10/1973;0.49;1.84
2401;02/10/1973;0.46;1.64
2401;03/10/1973;0.48;1.77
2401;04/10/1973;0.47;1.7
2401;05/10/1973;0.5;1.9
2401;06/10/1973;0.49;1.84
2401;07/10/1973;0.41;1.32
2401;08/10/1973;0.42;1.38
2401;09/10/1973;0.39;1.2
2401;10/10/1973;0.47;1.7
2401;11/10/1973;0.5;1.9
2401;12/10/1973;0.45;1.57
2401;13/10/1973;0.49;1.84
2401;14/10/1973;0.48;1.77
2401;15/10/1973;0.47;1.7
2401;16/10/1973;0.49;1.84
2401;17/10/1973;0.56;2.41
2401;18/10/1973;0.55;2.32
2401;19/10/1973;0.48;1.77
2401;20/10/1973;0.46;1.64
2401;21/10/1973;0.4;1.25
2401;22/10/1973;0.45;1.57
2401;23/10/1973;0.44;1.51
2401;24/10/1973;0.43;1.44
2401;25/10/1973;0.43;1.44
2401;26/10/1973;0.41;1.32
2401;27/10/1973;0.3;0.8
2401;28/10/1973;0.31;0.84
2401;29/10/1973;0.35;1.03
2401;30/10/1973;0.35;1.03
2401;31/10/1973;0.46;1.64
2401;01/11/1973;0.54;2.24
2401;02/11/1973;0.55;2.32
2401;03/11/1973;0.55;2.32
2401;04/11/1973;0.56;2.41
2401;05/11/1973;0.63;3.09
2401;06/11/1973;0.65;3.32
2401;07/11/1973;0.42;1.38
2401;08/11/1973;0.54;2.24
2401;09/11/1973;0.61;2.86
2401;10/11/1973;0.64;3.21
2401;11/11/1973;0.62;2.98
2401;12/11/1973;0.64;3.21
2401;13/11/1973;0.58;2.58
2401;14/11/1973;0.57;2.49
2401;15/11/1973;0.56;2.41
2401;16/11/1973;0.56;2.41
2401;17/11/1973;0.54;2.24
2401;18/11/1973;0.48;1.77
2401;19/11/1973;0.47;1.7
2401;20/11/1973;0.45;1.57
2401;21/11/1973;0.51;1.98
2401;22/11/1973;0.49;1.84
2401;23/11/1973;0.41;1.32
2401;24/11/1973;0.49;1.84
2401;25/11/1973;0.5;1.9
2401;26/11/1973;0.47;1.7
2401;27/11/1973;0.44;1.51
2401;28/11/1973;0.38;1.16
2401;29/11/1973;0.31;0.84
2401;30/11/1973;0.41;1.32
2401;01/12/1973;0.38;1.16
2401;02/12/1973;0.33;0.93
2401;03/12/1973;0.36;1.07
2401;04/12/1973;0.33;0.93
2401;05/12/1973;0.24;0.56
2401;06/12/1973;0.37;1.11
2401;07/12/1973;0.37;1.11
2401;08/12/1973;0.1;0.18
2401;09/12/1973;0.11;0.2
2401;10/12/1973;0.3;0.8
2401;11/12/1973;0.28;0.72
2401;12/12/1973;0.5;1.9
2401;13/12/1973;0.49;1.84
2401;14/12/1973;0.07;0.13
2401;15/12/1973;0.38;1.16
2401;16/12/1973;0.25;0.6
2401;17/12/1973;0.36;1.07
2401;18/12/1973;0.32;0.89
2401;19/12/1973;0.29;0.76
2401;20/12/1973;0.41;1.32
2401;21/12/1973;0.51;1.98
2401;22/12/1973;0.56;2.41
2401;23/12/1973;0.36;1.07
2401;24/12/1973;0.3;0.8
2401;25/12/1973;0.27;0.68
2401;26/12/1973;0.4;1.25
2401;27/12/1973;0.46;1.64
2401;28/12/1973;0.48;1.77
2401;29/12/1973;0.42;1.38
2401;30/12/1973;0.39;1.2
2401;31/12/1973;0.51;1.98
2401;01/01/1974;0.55;2.32
2401;02/01/1974;0.56;2.41
2401;03/01/1974;0.57;2.49
2401;04/01/1974;0.56;2.41
2401;05/01/1974;0.53;2.15
2401;06/01/1974;0.53;2.15
2401;07/01/1974;0.52;2.07
2401;08/01/1974;0.41;1.32
2401;09/01/1974;0.39;1.2
2401;10/01/1974;0.48;1.77
2401;11/01/1974;0.5;1.9
2401;12/01/1974;0.57;2.49
2401;13/01/1974;0.5;1.9
2401;14/01/1974;0.55;2.32
